nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai,jumlah_paket_realisasi,total_realisasi,persentase_realisasi,status_realisasi
PROVINSI DKI JAKARTA,KELURAHAN KAMAL - JAKBAR - 7.01.0.00.0.00.03.0024,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Spanduk yang Bersifat Larangan atau Himbauan,64506593,APBD,Ya,4762800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak Buku Informasi Hasil Registrasi Pendaftaran Penduduk dan Pencatatan Sipil,64743092,APBD,Ya,4760000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak Buku Statistik Vital,64743336,APBD,Ya,4760000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKSEL - 3.26.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pelaksanaan Pengenalan Destinasi Jakarta Selatan - Belanja Makan/Minum Aktivitas Lapangan,62902061,APBD,Ya,4758640,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN BUNGUR - JAKPUS - 7.01.0.00.0.00.01.0021,2026,Penyedia,E-Purchasing,Barang,7.01.06.6.01.0001.002 Penyediaan Spanduk yang Bersifat Larangan atau Himbauan,64330069,APBD,Ya,4757760,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KEBUDAYAAN KOTA - JAKUT - 2.22.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pengisian Alat Pemadam Api Ringan (APAR),64460766,APBD,Ya,4757088,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN KELAPA GADING - JAKUT - 7.01.0.00.0.00.02.0026,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan Pemeliharaan Gedung Kantor,63287767,APBD,Ya,4756528,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN UTAN PANJANG - JAKPUS - 7.01.0.00.0.00.01.0038,2026,Penyedia,E-Purchasing,Barang,Kegiatan Pemberdayaan Kelurahan - ATK RPTRA,62319614,APBD,Ya,4756304,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIKOKO - JAKSEL - 7.01.0.00.0.00.04.0041,2026,Penyedia,E-Purchasing,Barang,"Pelaksanaan Rapat Koordinasi RT, RW dan LMK",63337394,APBD,Ya,4752000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TANAH ABANG - 1.02.0.00.0.00.01.0090,2026,Penyedia,E-Purchasing,Barang,Belanja Obat - Guaifenesin Tablet 100 mg Tahap 2 E Purchasing - Puskesmas Tanah Abang,67703320,BLUD,Ya,4750000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TEBET - 1.02.0.00.0.00.01.0074,2026,Penyedia,E-Purchasing,Barang,Belanja Obat-Obatan,66876529,BLUD,Tidak,4749995,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"PUSAT PELATIHAN DAN PENGEMBANGAN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK SERTA KELUARGA BERENCANA - 2.08.2.14.0.00.01.0011",2026,Penyedia,E-Purchasing,Barang,Belanja Pakan Menu 1 Pelatihan Dapur Sehat Bunda PKK,63816774,APBD,Ya,4746336,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG CEMPEDAK - JAKTIM - 7.01.0.00.0.00.05.0041,2026,Penyedia,E-Purchasing,Barang,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Komputer Lainnya Penyediaan Alat Tulis Kantor RPTRA ( Pemberdayaan Masyarakat ),63571751,APBD,Ya,4745776,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN DUREN SAWIT - JAKTIM - 7.01.0.00.0.00.05.0048,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Peralatan Komputer Lainnya - Peralatan dan Mesin Lainnya ,62218064,APBD,Ya,4745776,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG CEMPEDAK - JAKTIM - 7.01.0.00.0.00.05.0041,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Pembersih Penyediaan Peralatan Rumah Tangga ( Penyediaan Peralatan Rumah Tangga ),64134333,APBD,Ya,4736480,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH ATAS NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN - 1.01.0.00.0.00.01.0020,2026,Penyedia,E-Purchasing,Barang,Pengadaan Vacuum Cleaner,63240934,APBD,Ya,4736480,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GUNUNG - JAKSEL - 7.01.0.00.0.00.04.0049,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Pembersih Pengadaan Peralatan dan Mesin Lainnya.,66613661,APBD,Ya,4736480,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPEDAK - JAKSEL - 7.01.0.00.0.00.04.0028,2026,Penyedia,E-Purchasing,Barang,Mesin Penghisap Debu/Vacuum Cleaner RPTRA,62821637,APBD,Ya,4736480,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KOTA BAMBU SELATAN - JAKBAR - 7.01.0.00.0.00.03.0043,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan Peralatan dan Mesin Lainnya,64605000,APBD,Ya,4735584,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK KOTA - JAKBAR - 2.16.2.20.0.00.01.0003",2026,Penyedia,E-Purchasing,Barang,Belanja kuota internet mobile,63421990,APBD,Ya,4730880,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KEBON JERUK - JAKBAR - 7.01.0.00.0.00.03.0007,2026,Penyedia,E-Purchasing,Barang,Penyediaan Perlengkapan Kebersihan Ruang Interaksi Warga/RPTRA,64179855,APBD,Ya,4724160,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KEBON KACANG - JAKPUS - 7.01.0.00.0.00.01.0007,2026,Penyedia,Penunjukan Langsung,Terintegrasi,Penyediaan dukungan pelaksanaan Penatausahaan dan Pengujian/Verifikasi Administrasi Keuangan SKPD Boncang - Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD,63273891,APBD,Ya,4723700,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEBAYORAN BARU - 1.02.0.00.0.00.01.0118,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Tagihan Telepon,63404565,APBD,Ya,4721000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GELORA - JAKPUS - 7.01.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Penyediaan peralatan rumah tangga ( White board & papan pengumuman ),63618796,APBD,Ya,4720128,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN PERENCANAAN PEMBANGUNAN KOTA ADMINISTRASI JAKARTA UTARA - 5.01.0.00.0.00.01.0002,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Spanduk dan Amplop Undangan Penyelenggaraan Musrenbang Kota Administrasi Jakarta Utara,65348893,APBD,Ya,4717888,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIDENG - JAKPUS - 7.01.0.00.0.00.01.0047,2026,Penyedia,Penunjukan Langsung,Jasa Lainnya, Penyediaan jasa perizinan KDO/KDO khusus,61813394,APBD,Ya,4716800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Tiket Kapal Pelaksanaan Pekan Olahraga Kabupaten Administrasi Kepulauan Seribu (PORKAB) Cab. Sepakbola,63147510,APBD,Ya,4716000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Tiket Kapal Pengiriman Peserta Lomba Karya Ilmiah Remaja (KIR) ke Tingkat Provinsi,63263020,APBD,Ya,4716000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GLODOK - JAKBAR - 7.01.0.00.0.00.03.0063,2026,Penyedia,E-Purchasing,Barang,Penyediaan Barang Cetakan dan Penggandaan,63143820,APBD,Ya,4715850,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0049,2026,Penyedia,E-Purchasing,Barang,Penyediaan Kesekretariatan LMK,62827526,APBD,Ya,4709376,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN ANGKE - JAKBAR - 7.01.0.00.0.00.03.0050,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Rumah Tangga,63008733,APBD,Ya,4709152,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKSEL - 3.31.3.30.2.17.01.0004",2026,Penyedia,E-Purchasing,Barang,Penumbuhan Wirausaha Industri Baru Komoditi Kuliner di Wilayah Jakarta Selatan (Bahan Cetak dan Tempat Sampah),67798356,APBD,Ya,4708480,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA TIMUR - 2.11.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyimpanan Arsip Inactif,67062023,APBD,Ya,4704000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KEBAGUSAN - JAKSEL - 7.01.0.00.0.00.04.0019,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya - Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga,63309038,APBD,Ya,4704000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.09.3.25.3.27.01.0005",2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Jasa Tagihan Listrik,63440839,APBD,Ya,4701312,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS MAMPANG PRAPATAN - 1.02.0.00.0.00.01.0116,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Penilaian Kader dan Posyandu Berprestasi),63346920,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Jasa Lainnya,Peningkatan Wawasan tentang Anemia Remaja Putri (Pustu Gandaria Selatan),63112799,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan Kegiatan Peningkatan Peran Serta Masyarakat dalam Pelayanan Adminduk,64952897,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Barang,Pertemuan Koordinasi Kader Remaja (Pustu Pondok Labu),63166720,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,E-Purchasing,Barang,Pemberian informasi Diare kepada masyarakat,63983028,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KEBON KACANG - JAKPUS - 7.01.0.00.0.00.01.0007,2026,Penyedia,E-Purchasing,Barang,Musyawarah Kelurahan Pendataan Keluarga Satu Pintu Boncang - Penyelenggaraan Lembaga Kemasyarakatan,63261810,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN RAMBUTAN - JAKTIM - 7.01.0.00.0.00.05.0009,2026,Penyedia,E-Purchasing,Barang,Keikutsertaan pada Pelaksanaan STQ/MTQ Tingkat Kecamatan,62944556,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.02.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Surveilans Kematian Ibu,67152966,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS DUREN SAWIT - 1.02.0.00.0.00.01.0128,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Pelayanan Kesehatan bagi Penduduk pada Kondisi Kejadian Luar Biasa (KLB),63940191,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILINCING - 1.02.0.00.0.00.01.0103,2026,Penyedia,E-Purchasing,Barang,Belanja makmin Peningkatan kapasitas jejaring fasilitas pelayanan kesehatan,63421934,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KRAMAT JATI - 1.02.0.00.0.00.01.0125,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Survey Mawas Diri Bidang Kesehatan dengan Metode FGD di Kelurahan Kramat Jati),63251104,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KAYU MANIS - JAKTIM - 7.01.0.00.0.00.05.0057,2026,Penyedia,E-Purchasing,Barang,Penanganan Bencana ,63181144,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,E-Purchasing,Barang,Pemberian informasi Hepatitis kepada masyarakat,63982689,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PONDOK PINANG - JAKSEL - 7.01.0.00.0.00.04.0004,2026,Penyedia,E-Purchasing,Barang,Sosialisasi Kampung Siaga TB - Belanja Makanan dan Minuman Rapat,63820977,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GONDANGDIA - JAKPUS - 7.01.0.00.0.00.01.0013,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penanganan Bencana (Penyediaan Makan dan Minum 1 x 24 Jam),61856474,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JAGAKARSA - 1.02.0.00.0.00.01.0115,2026,Penyedia,E-Purchasing,Barang,Belanja Makmin Kegiatan Pengelolaan Pelayanan Kesehatan Balita (APBD),64418194,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN TANJUNG DUREN UTARA - JAKBAR - 7.01.0.00.0.00.03.0031,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum Penanganan Bencana,61908502,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIPULIR - JAKSEL - 7.01.0.00.0.00.04.0005,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum 1 x 24 Jam,63022338,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN CIRACAS - JAKTIM - 7.01.0.00.0.00.05.0012,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum 1 x 24 Jam Penanganan Bencana (kelurahan Ciracas),63297156,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Barang,Peningkatan Kapasitas Pesantren Sehat,67050836,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS SENEN - 1.02.0.00.0.00.01.0092,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat - Pengelolaan pelayanan kesehatan Malaria,63705702,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS GAMBIR - 1.02.0.00.0.00.01.0097,2026,Penyedia,E-Purchasing,Barang,Pengelolaan Upaya Kesehatan Khusus,64798679,BLUD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JAGAKARSA - 1.02.0.00.0.00.01.0115,2026,Penyedia,E-Purchasing,Barang,Belanja Makmin Kegiatan Pengelolaan Pelayanan Kesehatan Ibu Bersalin (APBD),64414501,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS JAGAKARSA - 1.02.0.00.0.00.01.0115,2026,Penyedia,E-Purchasing,Barang,Belanja Makmin Kegiatan Pengelolaan Pelayanan Kesehatan Penderita Diabetes Melitus (APBD),64840472,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GANDARIA SELATAN - JAKSEL - 7.01.0.00.0.00.04.0074,2026,Penyedia,E-Purchasing,Barang,Penanganan Bencana,63480075,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN JATI - JAKTIM - 7.01.0.00.0.00.05.0066,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Hari-Hari Besar Keagamaan-Gema Ramadhan (Belanja Makanan dan Minuman Rapat),65438911,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN DUREN SAWIT - JAKTIM - 7.01.0.00.0.00.05.0048,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan - Penanganan Bencana,61884542,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS KRAMAT JATI - 1.02.0.00.0.00.01.0125,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Musyawarah Masyarakat Kelurahan (MKK) Bidang Kesehatan di Kelurahan Cililitan),63251968,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,2026,Penyedia,E-Purchasing,Barang,Monitoring dan Evaluasi Balita Stunting,67050752,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILINCING - 1.02.0.00.0.00.01.0103,2026,Penyedia,E-Purchasing,Barang,Belanja makmin Pembentukan Saka Bakti Husada (SBH),65368599,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TANJUNG PRIOK - 1.02.0.00.0.00.01.0100,2026,Penyedia,E-Purchasing,Barang,Pengadaan Konsumsi Kegiatan Orientasi Saka Bakti Husada,64168294,BLUD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN TEBET BARAT - JAKSEL - 7.01.0.00.0.00.04.0064,2026,Penyedia,E-Purchasing,Barang,0001 Penyediaan Makan dan Minum 1 x 24 Jam - Makan Minum Penanganan Bencana,63418610,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PONDOK RANGGON - JAKTIM - 7.01.0.00.0.00.05.0021,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makan dan Minum 1 x 24 Jam,63338006,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CEMPAKA PUTIH - 1.02.0.00.0.00.01.0093,2026,Penyedia,E-Purchasing,Barang,Makanan dan Minuman Rapat ACF metode Xray AI,63373124,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT - 7.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat - Pelaksanaan Rapat Penyusunan Laporan dan Evaluasi Kinerja Walikota Kota Administrasi,63598998,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KOTA ADMINISTRASI JAKARTA BARAT - 2.09.3.25.3.27.01.0003",2026,Penyedia,E-Purchasing,Barang,Pengadaan Konsumsi untuk Aktivitas Pelatihan Pengolahan Hasil Perikanan di Wilayah Jakarta Barat,64410460,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN JATI - JAKTIM - 7.01.0.00.0.00.05.0066,2026,Penyedia,E-Purchasing,Barang,Kegiatan Maulid Nabi Muhammad SAW (Belanja Makanan dan Minuman Rapat),65437716,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.02.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Surveilans kematian perinatal,65719679,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KUNINGAN TIMUR - JAKSEL - 7.01.0.00.0.00.04.0055,2026,Penyedia,E-Purchasing,Barang, Belanja Makanan dan Minuman Rapat (Makan) Lomba 10 Program PKK,67081230,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Jasa Lainnya,Peningkatan Wawasan tentang Anemia Remaja Putri (Pustu Cilandak Barat),63113129,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TAMAN SARI - 1.02.0.00.0.00.01.0111,2026,Penyedia,E-Purchasing,Barang,Belanja Makan dan Minum Rapat Peringatan HLUN (HARI LANJUT USIA),62900981,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN MANGGA DUA SELATAN - JAKPUS - 7.01.0.00.0.00.01.0045,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pelaksanaan Hari-Hari Besar Keagamaan Tingkat Kelurahan (Gema Ramadhan),63247997,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN UTAN KAYU UTARA - JAKTIM - 7.01.0.00.0.00.05.0056,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan dan Minum 1 x 24 Jam,63433618,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.02.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Peningkatan Wawasan Fasyankes) Penguatan Kualitas Pelayanan Kesehatan Ibu Hamil,65475403,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Barang,Verifikasi STBM (Pondok Labu),63160952,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH KEJURUAN NEGERI 24 JAKARTA - 1.01.0.00.0.00.01.0029,2026,Penyedia,E-Purchasing,Barang,"Belanja Makan dan Minum Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan",64938207,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS DUREN SAWIT - 1.02.0.00.0.00.01.0128,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Penatalaksanaan Upaya Kesehatan Berbasis Masyarakat (UKBM),63953956,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS PANCORAN - 1.02.0.00.0.00.01.0117,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Pertemuan pasien dan keluarga ODGJ (rehabilitasi psikososial/ RUTE KOPAJA) ,63245910,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CILANDAK - 1.02.0.00.0.00.01.0121,2026,Penyedia,E-Purchasing,Jasa Lainnya,Peningkatan Wawasan Penyakit KLB Bagi Kader CCTV (Puskesmas Cilandak),63112142,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN RAWAMANGUN - JAKTIM - 7.01.0.00.0.00.05.0065,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan (Makmin Penanganan Bencana 1 x 24 Jam),64789258,APBD,Ya,4700000,0.0,0.0,0.0,BELUM TEREALISASI
